souid,lat_dec,lon_dec,time,value
3703,62.335161,7.359696,2017-06-07T1210,0
3706,59.255886,11.192292,2017-06-07T1210,0.1
3714,61.11661,5.291153,2017-06-07T1210,0
3715,59.005975,9.73752,2017-06-07T1210,0.2
3717,51.046077,13.655568,2017-06-07T1210,0
3719,60.102889,11.020478,2017-06-07T1210,0.2
3725,59.401315,10.480097,2017-06-07T1210,0.3
3729,59.920458,10.657913,2017-06-07T1210,0.2
3730,59.272891,10.457789,2017-06-07T1210,0.2
3733,60.312939,5.282335,2017-06-07T1210,0
3736,63.412308,10.449098,2017-06-07T1210,0
3758,58.945013,6.102338,2017-06-07T1210,0
3759,58.289156,6.672062,2017-06-07T1210,0
3765,62.427124,6.401009,2017-06-07T1210,0
3766,58.826865,5.75198,2017-06-07T1210,0
3768,63.762387,11.357788,2017-06-07T1210,0
3776,58.98534,5.61042,2017-06-07T1210,0
3781,58.287416,6.672657,2017-06-07T1210,0
3786,58.328352,7.009596,2017-06-07T1210,0
3787,62.581817,7.946846,2017-06-07T1210,0
3789,59.712271,11.05188,2017-06-07T1210,0.2
3795,62.37518,6.584506,2017-06-07T1210,0
3799,59.756149,9.829012,2017-06-07T1210,0.71
3800,62.797667,8.49388,2017-06-07T1210,0
3801,59.216029,10.896122,2017-06-07T1210,0.2
3808,62.766019,8.328816,2017-06-07T1210,0
3812,59.13873,10.275929,2017-06-07T1210,0.2
3813,59.260578,10.455229,2017-06-07T1210,0.2
3816,58.149856,7.927744,2017-06-07T1210,0
3818,58.423348,6.011179,2017-06-07T1210,0
3819,58.258875,8.399599,2017-06-07T1210,0.1
3821,59.963928,10.007465,2017-06-07T1210,0.4
3830,59.354937,5.278594,2017-06-07T1210,0
3840,58.452298,5.969007,2017-06-07T1210,0.3
3842,60.011451,10.930556,2017-06-07T1210,0.1
3843,59.902705,10.777771,2017-06-07T1210,0
3845,60.536439,9.038232,2017-06-07T1210,0.51
3852,58.385242,7.74729,2017-06-07T1210,0
3853,59.416302,5.4045,2017-06-07T1210,0
3854,58.638182,6.096581,2017-06-07T1210,0
3858,59.716317,8.150482,2017-06-07T1210,0.61
3861,59.54999,11.199546,2017-06-07T1210,0.2
3866,59.920189,10.738008,2017-06-07T1210,0.2
3867,59.116209,10.39137,2017-06-07T1210,0
3868,62.378249,6.032767,2017-06-07T1210,0
3869,59.900033,10.778021,2017-06-07T1210,0.1
3872,58.712552,9.201551,2017-06-07T1210,0.1
3873,60.345237,5.392517,2017-06-07T1210,0
3877,63.788854,11.663839,2017-06-07T1210,0
3887,63.746474,11.31489,2017-06-07T1210,0
3888,68.753306,17.785972,2017-06-07T1210,0
3889,58.997521,5.682404,2017-06-07T1210,0.1
3896,58.703414,6.823352,2017-06-07T1210,0.3
3899,59.935887,10.966924,2017-06-07T1210,0.1
3900,59.392953,11.468735,2017-06-07T1210,0.2
3911,62.90581,8.198674,2017-06-07T1210,0
3924,59.503366,6.399228,2017-06-07T1210,0
3928,61.099998,7.4737,2017-06-07T1210,0
3933,60.631435,8.12788,2017-06-07T1210,0.61
3936,62.251087,5.783564,2017-06-07T1210,0
3942,62.346911,5.863136,2017-06-07T1210,0
3948,59.878895,10.786439,2017-06-07T1210,0.1
3949,61.767119,4.878486,2017-06-07T1210,0
3953,60.325802,5.2833,2017-06-07T1210,0
3954,58.726655,5.664351,2017-06-07T1210,0
3957,60.246932,5.258424,2017-06-07T1210,0
3963,59.137754,5.904014,2017-06-07T1210,0
3968,58.771611,5.675189,2017-06-07T1210,0
3973,58.70146,5.787526,2017-06-07T1210,0
3977,59.725642,9.01934,2017-06-07T1210,0.3
3983,69.297772,18.264014,2017-06-07T1210,0
3990,59.852872,10.81723,2017-06-07T1210,0.1
3991,59.588268,11.143251,2017-06-07T1210,0.3
3993,59.706788,10.845361,2017-06-07T1210,0.1
3995,59.247364,10.931775,2017-06-07T1210,0.2
3998,59.74245,10.598703,2017-06-07T1210,0
4002,59.682232,9.653198,2017-06-07T1210,0.61
4003,66.223167,13.615036,2017-06-07T1210,0
4005,59.100783,9.684555,2017-06-07T1210,0.61
4006,62.917501,7.426184,2017-06-07T1210,0
4014,60.65502,10.638289,2017-06-07T1210,0.1
4015,61.91109,6.726527,2017-06-07T1210,0
4020,61.965225,11.538619,2017-06-07T1210,0
4027,62.323006,5.628057,2017-06-07T1210,0
4035,61.892288,11.24975,2017-06-07T1210,0
4046,58.860034,5.739359,2017-06-07T1210,0
4047,59.800823,10.803064,2017-06-07T1210,0
4051,60.725227,10.617069,2017-06-07T1210,0.1
4054,58.434372,8.741529,2017-06-07T1210,0
4055,59.247314,10.997265,2017-06-07T1210,0.1
4060,60.769356,11.13719,2017-06-07T1210,0
4062,59.294051,11.093185,2017-06-07T1210,0.1
4076,67.286967,14.598168,2017-06-07T1210,0
4079,58.263742,8.373616,2017-06-07T1210,0.1
4080,61.901155,6.696211,2017-06-07T1210,0
4094,63.437143,10.600091,2017-06-07T1210,0
4110,59.078828,9.674971,2017-06-07T1210,0.71
4117,59.6633,10.6297,2017-06-07T1210,0.1
4124,59.757,10.031457,2017-06-07T1210,0.2
4135,67.276464,14.367204,2017-06-07T1210,0
4150,62.734568,8.531247,2017-06-07T1210,0
4153,60.207349,5.073164,2017-06-07T1210,0.3
4157,61.938152,5.116433,2017-06-07T1210,0
4163,60.46992,5.075516,2017-06-07T1210,0
4165,60.39269,5.22092,2017-06-07T1210,0
4166,59.950001,10.75,2017-06-07T1210,1.01
4167,61.448705,5.829219,2017-06-07T1210,0
4173,59.816079,10.788528,2017-06-07T1210,0
4181,63.049167,7.584517,2017-06-07T1210,0
4188,59.128528,11.181821,2017-06-07T1210,0
4196,58.595112,6.175338,2017-06-07T1210,0
4209,60.391102,5.3247,2017-06-07T1210,0
4210,59.983101,11.033631,2017-06-07T1210,0.1
4214,62.40351,6.601021,2017-06-07T1210,0
4215,61.028363,9.825563,2017-06-07T1210,0.1
4217,58.595537,6.18578,2017-06-07T1210,0
4226,63.789706,11.558804,2017-06-07T1210,0
4227,60.844087,10.166561,2017-06-07T1210,0
4229,61.511333,5.727834,2017-06-07T1210,0
4230,59.229383,10.918747,2017-06-07T1210,0.1
4232,60.302588,5.271314,2017-06-07T1210,0
4236,59.223836,10.899621,2017-06-07T1210,0.1
4240,62.743583,7.191348,2017-06-07T1210,0
4248,60.202962,5.487935,2017-06-07T1210,0
4263,58.092367,7.034204,2017-06-07T1210,0
4268,60.341919,5.282063,2017-06-07T1210,0
4270,59.797662,5.684694,2017-06-07T1210,0
4276,59.673519,10.810324,2017-06-07T1210,0.1
4279,63.111158,7.749428,2017-06-07T1210,0
4286,59.353856,10.460389,2017-06-07T1210,0.3
4294,59.67452,5.932724,2017-06-07T1210,0
4301,58.822364,5.759758,2017-06-07T1210,0
4302,60.459063,6.753969,2017-06-07T1210,0
4308,62.29725,5.795101,2017-06-07T1210,0
4315,58.978474,9.66366,2017-06-07T1210,0.5
4318,60.386735,5.350485,2017-06-07T1210,0
4319,59.964492,10.7436,2017-06-07T1210,0.2
4323,59.423167,10.384534,2017-06-07T1210,0.2
4325,58.245011,8.37393,2017-06-07T1210,0
4327,62.350767,5.757479,2017-06-07T1210,0
4329,59.137744,9.597836,2017-06-07T1210,0.2
4332,67.990887,15.633419,2017-06-07T1210,0
4333,58.163193,8.033988,2017-06-07T1210,0.1
4337,60.356989,5.077394,2017-06-07T1210,0
4340,58.94995,5.685531,2017-06-07T1210,0
4342,60.103598,5.216153,2017-06-07T1210,0.2
4347,58.123,8.094246,2017-06-07T1210,0
4359,59.67328,10.705302,2017-06-07T1210,0.1
4364,60.465854,5.316317,2017-06-07T1210,0
4367,59.147028,9.663923,2017-06-07T1210,0.2
4372,59.417149,10.658684,2017-06-07T1210,0.1
4377,59.660862,10.651456,2017-06-07T1210,0.3
4382,59.2085,10.078722,2017-06-07T1210,0.51
4385,59.540312,10.744172,2017-06-07T1210,0.2
4387,63.794371,11.469342,2017-06-07T1210,0
4388,59.530028,5.870812,2017-06-07T1210,0
4398,58.460077,8.746222,2017-06-07T1210,0
4401,58.91001,5.731306,2017-06-07T1210,0
4403,60.154223,10.251564,2017-06-07T1210,0.51
4406,63.430676,10.34664,2017-06-07T1210,0
4411,59.027076,6.046081,2017-06-07T1210,0
4412,58.948633,5.730548,2017-06-07T1210,0.1
4413,68.834519,17.070159,2017-06-07T1210,0
4421,58.935442,5.719903,2017-06-07T1210,0
4423,60.868562,8.542132,2017-06-07T1210,0.71
4424,58.24193,6.640478,2017-06-07T1210,0
4427,62.742937,7.226805,2017-06-07T1210,0
4429,58.401344,8.702325,2017-06-07T1210,0
4433,59.138134,11.040155,2017-06-07T1210,0
4434,58.857898,9.577012,2017-06-07T1210,0
4437,63.772282,11.482497,2017-06-07T1210,0
4438,59.226651,11.013713,2017-06-07T1210,0.1
4439,59.68709,10.703067,2017-06-07T1210,0.1
4447,60.350436,5.378141,2017-06-07T1210,0
4458,60.4705,11.0285,2017-06-07T1210,0.1
4459,63.749134,10.087767,2017-06-07T1210,0
4462,58.956004,5.630604,2017-06-07T1210,0
4466,60.301429,5.339902,2017-06-07T1210,0
4469,59.645346,6.799074,2017-06-07T1210,0
4470,59.954754,10.85411,2017-06-07T1210,0.1
4471,58.77475,5.879942,2017-06-07T1210,0.1
4476,60.849885,11.201901,2017-06-07T1210,0
4483,58.068041,6.960136,2017-06-07T1210,0
4485,66.371621,12.360008,2017-06-07T1210,0
4487,60.346799,5.381906,2017-06-07T1210,0
4492,60.24047,5.829729,2017-06-07T1210,0
4493,58.947118,5.57248,2017-06-07T1210,0
4495,60.345179,6.375081,2017-06-07T1210,0
4496,59.478922,10.865845,2017-06-07T1210,0.3
4498,59.944348,10.644343,2017-06-07T1210,0.3
4500,59.926396,10.87759,2017-06-07T1210,0
4503,59.965336,11.007778,2017-06-07T1210,0.1
4508,60.315182,5.286668,2017-06-07T1210,0
4514,62.38,6.569811,2017-06-07T1210,0
4522,58.918903,6.8984,2017-06-07T1210,0.1
4526,61.453652,5.899382,2017-06-07T1210,0
4532,59.763427,10.811574,2017-06-07T1210,0.1
4534,58.14379,7.97888,2017-06-07T1210,0
4535,60.393002,5.3242,2017-06-07T1210,0.1
4537,60.439032,6.778412,2017-06-07T1210,0
4539,66.58736,12.236044,2017-06-07T1210,0
4542,60.364776,5.977301,2017-06-07T1210,0
4546,60.249917,11.339588,2017-06-07T1210,0.1
4547,65.470866,12.146013,2017-06-07T1210,0
4551,59.010099,5.655593,2017-06-07T1210,0.1
4558,58.948222,5.730288,2017-06-07T1210,0
4563,59.844658,10.812072,2017-06-07T1210,0.1
4567,59.908579,10.801479,2017-06-07T1210,0
4570,59.872882,11.561083,2017-06-07T1210,0.1
4579,58.652302,7.936971,2017-06-07T1210,0.2
4581,58.978397,5.718606,2017-06-07T1210,0.1
4584,62.535385,7.696445,2017-06-07T1210,0
4587,59.846548,5.767146,2017-06-07T1210,0
4591,58.731395,5.632505,2017-06-07T1210,0
4593,59.175908,10.934072,2017-06-07T1210,0.1
4595,59.93883,10.995473,2017-06-07T1210,0
4602,59.385039,5.298548,2017-06-07T1210,0
4604,59.075425,10.045936,2017-06-07T1210,0.3
4611,59.946744,5.983266,2017-06-07T1210,0
4612,59.124284,11.414998,2017-06-07T1210,0.4
4613,63.01628,7.398245,2017-06-07T1210,0
4621,59.072843,10.046552,2017-06-07T1210,0.2
4627,58.167783,8.020394,2017-06-07T1210,0.1
4630,60.253768,12.059035,2017-06-07T1210,0.2
4635,60.353711,5.372001,2017-06-07T1210,0
4651,62.77466,8.053379,2017-06-07T1210,0
4659,59.643185,5.881663,2017-06-07T1210,0
4664,59.929013,10.630059,2017-06-07T1210,0.3
4665,60.934803,5.134752,2017-06-07T1210,0
4670,59.985461,8.727223,2017-06-07T1210,0.61
4673,61.489139,6.069022,2017-06-07T1210,0
4676,68.016577,15.327005,2017-06-07T1210,0
4677,59.083597,10.261384,2017-06-07T1210,0.2
4678,58.297001,6.6607,2017-06-07T1210,0
4682,58.945026,9.138146,2017-06-07T1210,0.3
4685,62.327757,5.969298,2017-06-07T1210,0
4689,61.099329,7.483191,2017-06-07T1210,0
4690,62.180763,6.191177,2017-06-07T1210,0
4697,60.349203,5.387329,2017-06-07T1210,0
4707,61.057515,7.816024,2017-06-07T1210,0
4710,59.781348,10.225247,2017-06-07T1210,0.1
4715,59.14696,10.222276,2017-06-07T1210,0.2
4717,59.735504,10.331086,2017-06-07T1210,0.1
4725,60.133796,10.286893,2017-06-07T1210,0.4
4726,60.41578,5.215805,2017-06-07T1210,0
4727,59.945919,11.044365,2017-06-07T1210,0
4729,62.863147,7.181781,2017-06-07T1210,0
4732,58.86181,5.762215,2017-06-07T1210,0.1
4734,59.18696,9.632736,2017-06-07T1210,0.71
4745,59.114583,10.248798,2017-06-07T1210,0.1
4746,60.00484,10.926002,2017-06-07T1210,0
4747,59.86353,10.534292,2017-06-07T1210,0
4750,60.142046,11.250311,2017-06-07T1210,0.2
4762,59.023207,9.713142,2017-06-07T1210,0.1
4763,59.183617,5.999907,2017-06-07T1210,0
4765,58.861853,5.716418,2017-06-07T1210,0
4769,59.498268,5.913277,2017-06-07T1210,0
4775,59.939412,10.645896,2017-06-07T1210,0.1
4783,59.275329,10.488098,2017-06-07T1210,0.2
4785,58.73613,5.735629,2017-06-07T1210,0
4786,58.186059,6.79054,2017-06-07T1210,0
4792,63.5991,8.985673,2017-06-07T1210,0
4796,59.888971,9.922673,2017-06-07T1210,0.3
4800,62.756317,7.283291,2017-06-07T1210,0
4805,60.394374,11.225109,2017-06-07T1210,0.4
4823,62.742713,7.158707,2017-06-07T1210,0
4831,60.202824,12.013652,2017-06-07T1210,0.1
4836,64.019891,11.467146,2017-06-07T1210,0
4847,63.310166,10.164743,2017-06-07T1210,0
4849,59.224773,10.276718,2017-06-07T1210,0.3
4851,59.150519,5.2737,2017-06-07T1210,0
4853,59.761856,10.474936,2017-06-07T1210,0
4855,59.372859,8.472956,2017-06-07T1210,0.91
4869,62.774886,8.54015,2017-06-07T1210,0
4871,58.938666,5.5851,2017-06-07T1210,0
4873,60.836403,8.693929,2017-06-07T1210,0.3
4875,58.963602,5.607254,2017-06-07T1210,0
4878,59.841826,10.829096,2017-06-07T1210,0
4886,59.132279,9.636454,2017-06-07T1210,0.3
4908,59.86407,11.094102,2017-06-07T1210,0
4910,59.248377,10.354683,2017-06-07T1210,0.51
4911,59.047995,9.663519,2017-06-07T1210,0.2
4914,59.894865,10.852573,2017-06-07T1210,0
4916,62.727352,7.421461,2017-06-07T1210,0
4917,62.901522,11.853171,2017-06-07T1210,0
4925,65.464943,12.184545,2017-06-07T1210,0
4929,67.289703,14.4191,2017-06-07T1210,0
4930,60.935562,10.704519,2017-06-07T1210,0
4931,59.133531,11.405452,2017-06-07T1210,0
4936,59.229982,10.742956,2017-06-07T1210,0.1
4941,60.333496,5.214281,2017-06-07T1210,0.1
4943,59.721757,10.816745,2017-06-07T1210,0.2
4946,59.046709,8.468554,2017-06-07T1210,0.3
4956,66.906866,14.145222,2017-06-07T1210,0
4958,59.93883,10.593248,2017-06-07T1210,0.3
4969,58.9617,5.706639,2017-06-07T1210,0.1
4970,59.952641,5.628141,2017-06-07T1210,0
4985,67.306548,14.426835,2017-06-07T1210,0
4987,59.411953,10.479848,2017-06-07T1210,0.1
4994,59.751006,10.038572,2017-06-07T1210,0
4997,58.149855,8.071465,2017-06-07T1210,0
5003,60.35249,5.332108,2017-06-07T1210,0
5009,59.871687,10.770965,2017-06-07T1210,0.1
5015,63.325135,8.581617,2017-06-07T1210,0
5017,68.310453,13.861697,2017-06-07T1210,0
5021,59.673538,9.677147,2017-06-07T1210,0.71
5027,63.425349,10.74694,2017-06-07T1210,0
5030,59.818742,10.424027,2017-06-07T1210,0.1
5036,60.406941,5.222409,2017-06-07T1210,0
5037,66.243133,14.03122,2017-06-07T1210,0
5039,59.286626,5.221725,2017-06-07T1210,0
5041,58.852421,5.572737,2017-06-07T1210,0
5044,59.750227,8.863201,2017-06-07T1210,0.3
5045,59.288719,10.421636,2017-06-07T1210,0.3
5046,59.924355,10.99412,2017-06-07T1210,0
5049,60.478083,4.941022,2017-06-07T1210,0
5053,62.552358,6.259285,2017-06-07T1210,0
5057,59.352243,10.463252,2017-06-07T1210,0.2
5060,61.038522,7.644541,2017-06-07T1210,0
5063,59.935888,10.66589,2017-06-07T1210,0.3
5070,60.185044,5.462507,2017-06-07T1210,0
5089,60.742209,10.980457,2017-06-07T1210,0
5095,67.290751,14.571135,2017-06-07T1210,0
5101,59.284161,10.750175,2017-06-07T1210,0.2
5102,68.699272,15.45686,2017-06-07T1210,0
5106,58.454584,6.553681,2017-06-07T1210,0
5107,59.013609,6.967164,2017-06-07T1210,0.1
5108,60.33158,5.25308,2017-06-07T1210,0
5111,59.495601,9.96975,2017-06-07T1210,0.81
5112,59.050296,10.005755,2017-06-07T1210,0.1
5113,62.291944,6.661304,2017-06-07T1210,0
5122,59.019006,6.965518,2017-06-07T1210,0.1
5125,59.666622,10.782342,2017-06-07T1210,0
5129,58.502034,5.790346,2017-06-07T1210,0
5132,60.093297,10.120579,2017-06-07T1210,0.3
5133,59.822299,10.419822,2017-06-07T1210,0.1
5134,58.453594,6.557591,2017-06-07T1210,0
5137,62.595334,6.446277,2017-06-07T1210,0
5144,58.153666,8.066904,2017-06-07T1210,0
5145,59.785094,10.695945,2017-06-07T1210,0
5153,62.013212,5.104992,2017-06-07T1210,0
5158,59.197245,10.870532,2017-06-07T1210,0
5172,58.443233,8.727455,2017-06-07T1210,0
5187,60.612128,8.282154,2017-06-07T1210,0.81
5198,68.788304,17.175239,2017-06-07T1210,0
5199,59.265598,5.325877,2017-06-07T1210,0
5200,59.909354,10.531697,2017-06-07T1210,0.1
5208,58.734932,5.647307,2017-06-07T1210,0
5213,63.345255,10.352391,2017-06-07T1210,0
5217,63.284527,9.841708,2017-06-07T1210,0
5219,63.430566,10.476318,2017-06-07T1210,0
5225,59.920937,5.328654,2017-06-07T1210,0.1
5227,58.549424,6.491327,2017-06-07T1210,0
5237,60.284159,5.266384,2017-06-07T1210,0
5238,58.708284,6.370644,2017-06-07T1210,0.2
5257,59.141632,10.179103,2017-06-07T1210,0.2
5268,59.90992,5.299808,2017-06-07T1210,0.2
5277,61.978769,5.133021,2017-06-07T1210,0
5291,59.213949,9.499724,2017-06-07T1210,0.3
5296,64.461524,12.078393,2017-06-07T1210,0
5301,61.378776,5.816909,2017-06-07T1210,0
5304,59.283354,10.351878,2017-06-07T1210,0.71
5309,63.355584,9.287323,2017-06-07T1210,0
5314,63.931353,10.018254,2017-06-07T1210,0
5316,61.910106,6.71334,2017-06-07T1210,0
5317,60.85668,6.491268,2017-06-07T1210,0
5318,67.283804,14.376929,2017-06-07T1210,0
5330,60.173507,10.3364,2017-06-07T1210,0.71
5331,59.532742,9.843215,2017-06-07T1210,0.61
5333,60.269315,5.349859,2017-06-07T1210,0
5337,63.344647,10.361758,2017-06-07T1210,0
5341,60.332029,5.264022,2017-06-07T1210,0
5366,61.988545,5.073871,2017-06-07T1210,0
5368,59.985174,11.260018,2017-06-07T1210,0
5370,59.921017,10.948297,2017-06-07T1210,0
5371,59.620648,10.485991,2017-06-07T1210,0.61
5373,64.55759,11.263861,2017-06-07T1210,0
5378,59.20772,10.138718,2017-06-07T1210,0.51
5379,58.419742,6.009303,2017-06-07T1210,0
5384,60.434733,5.288355,2017-06-07T1210,0
5385,58.959441,5.620144,2017-06-07T1210,0
5389,60.621659,8.526818,2017-06-07T1210,0.2
5392,59.889348,10.811811,2017-06-07T1210,0.1
5393,60.42248,5.474873,2017-06-07T1210,0
5398,59.045858,9.680371,2017-06-07T1210,0.2
5400,59.820337,10.442494,2017-06-07T1210,0.1
5405,59.292325,5.213464,2017-06-07T1210,0.1
5411,60.371385,5.350525,2017-06-07T1210,0
5419,59.415948,5.257792,2017-06-07T1210,0
5423,63.477321,10.844385,2017-06-07T1210,0
5425,60.717856,8.319019,2017-06-07T1210,0.2
5429,59.676174,10.364339,2017-06-07T1210,0.4
5433,58.098266,6.768979,2017-06-07T1210,0
5444,60.371067,5.306042,2017-06-07T1210,0
5447,68.93077,15.048404,2017-06-07T1210,0
5449,58.042027,7.446887,2017-06-07T1210,0
5454,62.468823,6.309305,2017-06-07T1210,0
5455,58.957141,5.687922,2017-06-07T1210,0
5465,60.540433,5.063094,2017-06-07T1210,0
5467,58.952583,5.699275,2017-06-07T1210,0
5468,60.33637,5.339098,2017-06-07T1210,0
5470,62.911132,11.889988,2017-06-07T1210,0
5473,59.899576,10.563747,2017-06-07T1210,0
5474,58.720582,9.228484,2017-06-07T1210,0.1
5477,59.943001,10.6044,2017-06-07T1210,0.2
5486,59.440199,8.84194,2017-06-07T1210,0.61
5502,68.793414,16.562023,2017-06-07T1210,0
5507,66.776609,15.630293,2017-06-07T1210,0
5509,60.272634,10.192595,2017-06-07T1210,0.1
5516,61.317302,7.200574,2017-06-07T1210,0
5519,62.40311,6.579874,2017-06-07T1210,0
5521,61.574009,5.881681,2017-06-07T1210,0
5524,62.639731,6.817791,2017-06-07T1210,0
5532,68.234092,14.555771,2017-06-07T1210,0
5545,60.359706,5.229239,2017-06-07T1210,0
5546,66.312231,14.236026,2017-06-07T1210,0
5549,60.018445,11.054308,2017-06-07T1210,0.2
5551,59.53398,5.872714,2017-06-07T1210,0
5561,58.173208,7.859722,2017-06-07T1210,0.1
5564,60.373104,5.6652,2017-06-07T1210,0
5566,61.86729,6.079829,2017-06-07T1210,0
5570,58.991709,5.766793,2017-06-07T1210,0.1
5574,58.971782,5.60727,2017-06-07T1210,0
5576,63.88776,11.400193,2017-06-07T1210,0
5579,62.669037,8.540278,2017-06-07T1210,0
5589,62.296661,7.236093,2017-06-07T1210,0
5597,60.087946,10.993567,2017-06-07T1210,0
5605,58.870034,9.4073,2017-06-07T1210,0.4
5606,62.461464,6.290927,2017-06-07T1210,0
5617,59.083968,10.426983,2017-06-07T1210,0
5618,60.480565,5.738425,2017-06-07T1210,0
5619,68.23698,13.752227,2017-06-07T1210,0
5622,63.057975,11.529506,2017-06-07T1210,0
5627,65.820373,13.216437,2017-06-07T1210,0
5633,58.858988,5.642901,2017-06-07T1210,0
5649,60.354575,5.124912,2017-06-07T1210,0
5650,59.252314,10.389217,2017-06-07T1210,0.4
5654,59.865239,10.213252,2017-06-07T1210,0.1
5657,68.77769,16.561107,2017-06-07T1210,0
5659,60.333322,5.317785,2017-06-07T1210,0
5669,59.950001,10.75,2017-06-07T1210,0
5678,64.037893,11.489429,2017-06-07T1210,0
5690,67.280021,14.382831,2017-06-07T1210,0
5691,58.444583,8.750027,2017-06-07T1210,0.1
5711,62.982585,8.73082,2017-06-07T1210,0
5720,59.912707,10.823267,2017-06-07T1210,0
5730,59.961429,11.047685,2017-06-07T1210,0
5734,59.757156,10.466603,2017-06-07T1210,0.1
5738,62.346621,5.601586,2017-06-07T1210,0
5745,66.25423,13.978017,2017-06-07T1210,0
5746,60.745039,4.891708,2017-06-07T1210,0
5752,60.35465,5.37245,2017-06-07T1210,0
5762,60.345473,5.115354,2017-06-07T1210,0
5763,60.346774,6.399121,2017-06-07T1210,0
5764,58.77184,5.852723,2017-06-07T1210,0
5770,60.772066,10.702286,2017-06-07T1210,0.1
5771,60.391263,5.322054,2017-06-07T1210,0
5778,59.937374,11.016786,2017-06-07T1210,0
5780,59.026566,6.04479,2017-06-07T1210,0
5790,58.781224,6.321342,2017-06-07T1210,0.1
5799,60.339792,5.196813,2017-06-07T1210,0
5800,59.138258,10.187333,2017-06-07T1210,0.3
5801,68.501668,17.543392,2017-06-07T1210,0
5805,58.146453,6.830984,2017-06-07T1210,0
5809,61.939501,8.028319,2017-06-07T1210,0
5811,59.892344,10.532191,2017-06-07T1210,0.2
5814,58.136133,7.930645,2017-06-07T1210,0
5816,61.159993,8.031166,2017-06-07T1210,0.1
5817,63.566724,9.184491,2017-06-07T1210,0
5818,69.701535,18.975781,2017-06-07T1210,0
5822,59.985295,11.253622,2017-06-07T1210,0
5823,61.420252,10.381537,2017-06-07T1210,0
5825,59.011883,5.63909,2017-06-07T1210,0.1
5826,59.220539,9.603754,2017-06-07T1210,0.4
5828,58.089878,6.619366,2017-06-07T1210,0
5830,58.83752,5.734917,2017-06-07T1210,0
5833,59.379891,10.753156,2017-06-07T1210,0.1
5834,58.686986,5.583256,2017-06-07T1210,0
5841,61.930699,5.078574,2017-06-07T1210,0
5843,62.666931,9.217007,2017-06-07T1210,0
5848,58.687829,7.776397,2017-06-07T1210,0.2
5850,63.379706,7.794521,2017-06-07T1210,0
5853,63.42548,10.425482,2017-06-07T1210,0
5854,60.428403,7.269004,2017-06-07T1210,0
5856,59.901536,10.752864,2017-06-07T1210,0.1
5859,60.313737,5.367369,2017-06-07T1210,0
5864,59.005468,5.656845,2017-06-07T1210,0.1
5865,59.943598,10.934504,2017-06-07T1210,0.1
5870,58.822854,5.759067,2017-06-07T1210,0
5871,63.429222,10.168248,2017-06-07T1210,0
5882,59.397342,9.972872,2017-06-07T1210,0.61
5888,59.762146,10.451665,2017-06-07T1210,0
5895,67.284216,14.816594,2017-06-07T1210,0
5897,58.722243,9.0737,2017-06-07T1210,0.1
5900,63.79984,11.1902,2017-06-07T1210,0
5901,60.483228,5.258719,2017-06-07T1210,0
5902,63.721615,11.276298,2017-06-07T1210,0
5904,68.4356,17.437201,2017-06-07T1210,0
5905,60.460034,5.333468,2017-06-07T1210,0
5906,59.198488,10.449719,2017-06-07T1210,0.1
5914,63.385119,10.34224,2017-06-07T1210,0
5929,59.262937,10.363782,2017-06-07T1210,0.4
5932,59.784444,5.400327,2017-06-07T1210,0.1
5934,58.857905,9.382293,2017-06-07T1210,0.2
5939,58.777644,5.824908,2017-06-07T1210,0
5941,59.69212,9.814974,2017-06-07T1210,0.71
5944,58.11024,6.95894,2017-06-07T1210,0
5945,62.574699,11.3842,2017-06-07T1210,0
5953,59.280298,10.421575,2017-06-07T1210,0.4
5954,59.19845,9.572833,2017-06-07T1210,0.2
5960,59.659659,6.386869,2017-06-07T1210,0
5961,59.27492,9.278409,2017-06-07T1210,0.4
5966,60.530217,8.481974,2017-06-07T1210,0.61
5968,59.072093,11.460692,2017-06-07T1210,0.2
5978,59.920347,10.970586,2017-06-07T1210,0.1
5981,60.422507,4.994992,2017-06-07T1210,0
5982,58.431358,6.007624,2017-06-07T1210,0
5986,58.808931,6.253776,2017-06-07T1210,0
5988,58.274503,7.980546,2017-06-07T1210,0.1
5990,60.447474,12.0716,2017-06-07T1210,0.1
5995,63.427793,10.757326,2017-06-07T1210,0
5996,59.733451,11.030022,2017-06-07T1210,0.1
5998,59.718166,10.799603,2017-06-07T1210,0.2
6004,59.652299,9.669578,2017-06-07T1210,0
6005,62.345386,6.070758,2017-06-07T1210,0
6011,61.184256,6.805667,2017-06-07T1210,0
6019,59.785917,10.472707,2017-06-07T1210,0.1
6021,66.52386,13.178204,2017-06-07T1210,0
6024,59.803435,10.82324,2017-06-07T1210,0.1
6025,60.34337,5.270311,2017-06-07T1210,0
6034,63.117864,7.754777,2017-06-07T1210,0
6036,59.295889,5.230481,2017-06-07T1210,0
6041,58.343057,6.280777,2017-06-07T1210,0
6042,58.977712,5.71053,2017-06-07T1210,0.1
6043,59.584202,9.786502,2017-06-07T1210,0.71
6045,58.931864,5.597151,2017-06-07T1210,0
6049,59.277418,10.422318,2017-06-07T1210,0.1
6056,60.848522,11.268756,2017-06-07T1210,0
6057,59.015484,9.787093,2017-06-07T1210,0.2
6062,59.540274,9.56041,2017-06-07T1210,0.81
6065,61.591341,5.052402,2017-06-07T1210,0
6067,59.262211,10.366907,2017-06-07T1210,0.3
6084,64.18651,11.22754,2017-06-07T1210,0
